Year,Month,Day,Temp,TMax,Tmin,SLP,Humidity,PPresure,VVisiblity,VavgWindSpeed,VMWindSpeed,VGspeed,RAin,SNow,TStrom,FoG,AQI,NowCast,Raw
0,0,0,0.365169,0.486034,0.243386,1,0.525424,0,0.192308,0.034884,0.029907,0,0.045455,0,0,1,0.989711,0.264566,78.47
0,0,0.033333,0.38764,0.452514,0.21164,0.967611,0.491525,0,0.346154,0.139535,0.140187,0,0.045455,0,0,1,0.794227,0.264566,78.47
0,0,0.066667,0.353933,0.385475,0.243386,0.906883,0.474576,0,0.346154,0.127907,0.140187,0,0.045455,0,0,1,0.776222,0.264566,78.47
0,0,0.1,0.297753,0.329609,0.216931,0.854251,0.464407,0.004858,0.230769,0.098837,0.059813,0,0.045455,0,0,1,0.781366,0.264566,78.47
0,0,0.133333,0.297753,0.329609,0.216931,0.854251,0.464407,0.004858,0.230769,0.098837,0.059813,0,0.045455,0,0,1,0.747928,0.264566,78.47
0,0,0.166667,0.297753,0.329609,0.216931,0.854251,0.464407,0.004858,0.230769,0.098837,0.059813,0,0.045455,0,0,1,0.639897,0.264566,78.47
0,0,0.2,0.393258,0.430168,0.232804,0.910931,0.372881,0,0.346154,0.040698,0.029907,0,0.045455,0,0,1,0.642469,0.264566,78.47
0,0,0.233333,0.370787,0.441341,0.222222,0.825911,0.559322,0,0.211538,0.063953,0.029907,0,0.045455,0,0,1,0.645041,0.264566,78.47
0,0,0.266667,0.398876,0.340782,0.433862,0.773279,0.762712,0,0.038462,0.052326,0.029907,0,0.045455,0,0,1,0.77365,0.264566,78.47
0,0,0.3,0.297753,0.329609,0.216931,0.854251,0.464407,0.004858,0.230769,0.098837,0.059813,0,0.045455,0,0,1,0.827665,0.264566,78.47
0,0,0.333333,0.297753,0.329609,0.216931,0.854251,0.464407,0.004858,0.230769,0.098837,0.059813,0,0.045455,0,0,1,0.696485,0.264566,78.47
0,0,0.366667,0.297753,0.329609,0.216931,0.854251,0.464407,0.004858,0.230769,0.098837,0.059813,0,0.045455,0,0,1,0.614175,0.264566,78.47
0,0,0.4,0.297753,0.329609,0.216931,0.854251,0.464407,0.004858,0.230769,0.098837,0.059813,0,0.045455,0,0,1,0.781366,0.264566,78.47
0,0,0.433333,0.320225,0.351955,0.21164,0.846154,0.372881,0,0.153846,0,0.059813,0,0.045455,0,0,1,0.77365,0.264566,78.47
